Position,Artist Name,Song Name,Days,Top 10 (xTimes),Peak Position,Peak Position (xTimes),Peak Streams,Total Streams
6209,MUNA ,Winterbreak  Tiësto's Deep House Remix,8,0.0,89,0,224061,1206223
6210,Sam Smith ,One Day At A Time,6,0.0,132,0,232483,1205770
6211,The Beatles ,Here Comes The Sun  Remastered,9,0.0,80,0,195199,1203913
6212,Playboi Carti ,Control,3,0.0,89,0,644328,1203348
6213,Run The Jewels ,out of sight,4,0.0,65,0,359031,1202619
6214,Meek Mill ,The Trillest,10,0.0,56,0,190394,1202293
6215,Dreamville ,Sleep Deprived,4,0.0,59,0,417461,1200213
6216,Martin Garrix ,No Sleep,5,0.0,157,0,299846,1199220
6217,Lady Gaga ,Joanne,8,0.0,94,0,217010,1199209
6218,Dj Ozuna ,,6,0.0,122,0,231840,1198268
6219,Sean Kingston ,Eenie Meenie,5,0.0,102,0,275544,1198266
6220,Tory Lanez ,Beauty In The Benz,4,0.0,48,0,462728,1198228
6221,Melanie Martinez ,Lunchbox Friends,5,0.0,136,0,263121,1197932
6222,Nicki Minaj ,I Lied,16,0.0,53,0,147070,1197706
6223,Big Sean ,Intro,5,0.0,56,0,397662,1197602
6224,Halsey ,I HATE EVERYBODY,4,0.0,108,0,417851,1196860
6225,One Direction ,Girl Almighty,15,0.0,56,0,124647,1196694
6226,Daniel Caesar ,SUPERPOSITION,4,0.0,54,0,458014,1196144
6227,GASHI ,Disrespectful,6,0.0,126,0,227164,1195754
6228,DJ Khaled ,SORRY NOT SORRY,4,0.0,50,0,402791,1195012
6229,Selena Gomez ,Cut You Off,4,0.0,73,0,433118,1193948
6230,Sam Hunt ,Hard To Forget,5,0.0,93,0,319905,1193624
6231,Childish Gambino ,Boogieman,4,0.0,42,0,488133,1192575
6232,Mustard ,On GOD,5,0.0,131,0,297514,1191871
6233,Drake ,Draft Day,3,0.0,32,0,601550,1191416
6234,Young Stoner Life ,Slatty,3,0.0,28,0,656776,1191172
6235,21 Savage ,Dead People,6,0.0,107,0,236847,1191060
6236,Logic ,Slave II,7,0.0,97,0,220653,1189814
6237,Chris Brown ,High End,6,0.0,124,0,254962,1189526
6238,Gunna ,Richard Millie Plain,4,0.0,80,0,435540,1189390
6239,Swae Lee ,Hurt To Look,5,0.0,74,0,375954,1189132
6240,Red Hot Chili Peppers ,Black Summer,4,0.0,45,0,421105,1188186
6241,ScHoolboy Q ,Lies,4,0.0,63,0,442117,1187456
6242,$uicideboy$ ,Avalon,5,0.0,103,0,290323,1186726
6243,YG ,POWER,4,0.0,78,0,395615,1185604
6244,Future ,200,5,0.0,76,0,373347,1184623
6245,Trippie Redd ,UKA UKA,4,0.0,70,0,434645,1183555
6246,Eminem ,Revival (Interlude),4,0.0,66,0,444546,1183384
6247,Bon Iver ,715  CR∑∑KS,7,0.0,94,0,210360,1182900
6248,YoungBoy Never Broke Again ,Drug Addiction,4,0.0,32,0,475590,1182690
6249,Calvin Harris ,Obsessed,4,0.0,41,0,448279,1182004
6250,Bad Bunny ,Otra Noche en Miami,5,0.0,163,0,338590,1181569
6251,David Bowie ,Space Oddity  2009 Remastered Version,5,0.0,25,0,370851,1181418
6252,Kris Wu ,Deserve,6,0.0,88,0,311593,1181075
6253,Mumford & Sons ,Just Smoke,10,0.0,53,0,177752,1180520
6254,DaBaby ,Turbo,4,0.0,59,0,374773,1180398
6255,Future ,Drip on Me,5,0.0,88,0,340158,1179938
6256,Logic ,Pardon My Ego,4,0.0,52,0,496687,1178345
6257,Kristen Bell ,Some Things Never Change,5,0.0,154,0,252592,1178044
6258,Koe Wetzel ,Creeps,4,0.0,86,0,355863,1178010
6259,Dr. Dre ,"Nuthin' But A ""G"" Thang",4,0.0,55,0,374435,1177901
6260,Tyga ,Feel Me,7,0.0,79,0,251106,1177200
6261,Wale ,Poke It Out,4,0.0,34,0,498120,1176083
6262,BLACKPINK ,DDUDU DDUDU,5,0.0,137,0,253811,1174528
6263,Baby Keem ,issues,4,0.0,55,0,468122,1174368
6264,Lil Yachty ,SELF MADE,4,0.0,54,0,516045,1174318
6265,Offset ,Tats On My Face,4,0.0,76,0,451076,1173310
6266,A$AP Rocky ,Wavybone,8,0.0,41,0,229991,1172972
6267,5 Seconds of Summer ,What I Like About You  Studio Mix,19,0.0,114,0,82959,1172679
6268,Summer Walker ,4th Baby Mama,4,0.0,55,0,426885,1171994
6269,Justin Timberlake ,Midnight Summer Jam,4,0.0,58,0,457314,1171141
6270,Nicki Minaj ,Itty Bitty Piggy,3,0.0,37,0,601804,1169651
6271,Future ,Posted With Demons,3,0.0,38,0,601321,1169407
6272,Juice WRLD ,Won’t Let Go,4,0.0,76,0,450326,1168699
6273,Chance the Rapper ,Cocoa Butter Kisses,4,0.0,70,0,402382,1168635
6274,Morgan Wallen ,Whatcha Think Of Country Now,4,0.0,76,0,388347,1168069
6275,Kygo ,Freedom,4,0.0,66,0,397034,1167877
6276,Lil Baby ,Social Distancing,4,0.0,63,0,436621,1167758
6277,Don Toliver ,Way Bigger,4,0.0,39,0,455627,1166292
6278,Machine Gun Kelly ,5150,4,0.0,48,0,429657,1166176
6279,Juice WRLD ,Rider,4,0.0,81,0,428662,1165914
6280,Lil Baby ,Still Hood,4,0.0,53,0,456028,1165741
6281,Niall Horan ,Black And White,4,0.0,96,0,393804,1165264
6282,Dreamville ,Rembrandt...Run It Back,4,0.0,62,0,399377,1164835
6283,21 Savage ,Whole Lot,6,0.0,117,0,221132,1164568
6284,Logic ,"The Adventures Of Stoney Bob (ft. Kajo, Slaydro, Big Lenbo)",4,0.0,95,0,437442,1163054
6285,Run The Jewels ,yankee and the brave (ep. 4),4,0.0,62,0,367900,1162760
6286,Liam Payne ,All I Want (For Christmas),3,0.0,123,0,444932,1162307
6287,ScHoolboy Q ,Drunk,4,0.0,62,0,456264,1162018
6288,B.o.B ,HeadBand,22,0.0,129,0,57609,1161635
6289,Sabrina Carpenter ,A Nonsense Christmas,3,0.0,151,0,440806,1161585
6290,Young Thug ,I'm Scared,4,0.0,65,0,412486,1160287
6291,JID ,Raydar,4,0.0,64,0,413098,1159289
6292,Mumford & Sons ,Monster,10,0.0,54,0,174599,1158666
6293,Niall Horan ,Seeing Blind,5,0.0,66,0,394628,1158075
6294,Donnie Trumpet & The Social Experiment ,Sunday Candy,11,0.0,163,0,112368,1157771
6295,Rae Sremmurd ,Bedtime Stories,4,0.0,61,0,466091,1157604
6296,Thomas Rhett ,Sixteen,6,0.0,122,0,254213,1157081
6297,Playboi Carti ,Right Now,4,0.0,59,0,482958,1156540
6298,Bing Crosby ,Hark! The Herald Angels Sing/It Came Upon A Midnight Clear  Remastered,3,0.0,69,0,463252,1155314
6299,Twenty One Pilots ,Mulberry Street,4,0.0,75,0,403357,1155067
6300,Playboi Carti ,Poke It Out,4,0.0,67,0,441312,1154483
6301,Smokepurpp ,What I Please,4,0.0,132,0,341155,1153949
6302,Polo G ,Don't Believe The Hype,4,0.0,74,0,438780,1152229
6303,The 1975 ,Oh Caroline,4,0.0,60,0,422005,1152177
6304,Eminem ,Heat,4,0.0,71,0,411345,1151733
6305,Meek Mill ,Ambitionz,10,0.0,58,0,184020,1151675
6306,Halsey ,Not Afraid Anymore,6,0.0,71,0,287735,1151585
6307,Kodak Black ,Zombie,4,0.0,89,0,360478,1150616
6308,Twenty One Pilots ,Lane Boy,12,0.0,82,0,128517,1148908
6309,Trippie Redd ,Gore,4,0.0,73,0,421408,1148345
6310,Migos ,Birthday,3,0.0,51,0,570486,1146807
6311,ScHoolboy Q ,Tales,4,0.0,60,0,473205,1145987
6312,Louis The Child ,Little Things,4,0.0,47,0,459223,1145921
6313,Rick Ross ,Running the Streets,4,0.0,66,0,409150,1145909
6314,Bryson Tiller ,I'm Ready For You,3,0.0,42,0,611725,1145891
6315,Kendrick Lamar ,untitled 04 | 08.14.2014.,7,0.0,50,0,269592,1145232
6316,Gucci Mane ,Big Booty,4,0.0,67,0,402426,1144999
6317,Travis Scott ,90210,11,0.0,100,0,138158,1142826
6318,Shakira ,She Wolf,4,0.0,50,0,392871,1141908
6319,DaBaby ,AMAZING GRACE,3,0.0,35,0,604271,1141302
6320,Bad Bunny ,La Romana,5,0.0,178,0,308706,1141299
6321,The Low Down ,Just for the Night,9,0.0,141,0,148362,1139970
6322,Tyga ,Goddamn,5,0.0,155,0,254789,1139931
6323,Nas ,White Label,3,0.0,45,0,482086,1138289
6324,A$AP Rocky ,Max B,8,0.0,43,0,226047,1137363
6325,Chris Brown ,Anyway,9,0.0,53,0,216448,1137287
6326,Nipsey Hussle ,Hussle & Motivate,4,0.0,77,0,376007,1136281
6327,Bryson Tiller ,Things Change,3,0.0,44,0,589702,1135574
6328,Pentatonix ,White Winter Hymnal,17,0.0,129,0,113401,1135486
6329,Lorde ,Secrets from a Girl (Who's Seen it All),4,0.0,57,0,451952,1135421
6330,No Name No Fame ,Swervin' In My Lane,4,0.0,49,0,368101,1134877
6331,Unknown Artist ,Unknown Title,7,0.0,105,0,195194,1134784
6332,Gorillaz ,Let Me Out,5,0.0,95,0,308893,1134714
6333,Tom Petty ,Runnin' Down A Dream,3,0.0,28,0,608428,1134466
6334,Autumn! ,One Way!,4,0.0,116,0,334380,1134385
6335,Logic ,Limitless,4,0.0,68,0,433809,1133951
6336,Chance the Rapper ,5 Year Plan,4,0.0,69,0,382486,1133679
6337,SEB ,seaside_demo,5,0.0,149,0,244616,1133480
6338,Joji ,NO FUN,4,0.0,65,0,458989,1133256
6339,YNW Melly ,Thugged Out,4,0.0,55,0,387895,1133210
6340,Dua Lipa ,Want To,5,0.0,161,0,236249,1133013
6341,Seeb ,Drink About,5,0.0,147,0,259952,1132263
6342,KAROL G ,CAIRO,4,0.0,124,0,330321,1132201
6343,PnB Rock ,Misunderstood,7,0.0,141,0,185994,1131311
6344,Chantel Jeffries ,Wait (Featuring Offset & Vory),5,0.0,148,0,276141,1130016
6345,Flo Rida ,Hello Friday,8,0.0,71,0,201829,1129770
6346,Taylor Swift ,All Too Well (Sad Girl Autumn Version)  Recorded at Long Pond Studios,2,1.0,8,0,802485,1128515
6347,Kendrick Lamar ,Backseat Freestyle,19,0.0,158,0,80907,1127914
6348,Chris Brown ,Go Crazy (Remix),4,0.0,67,0,337760,1126473
6349,Kid Cudi ,By Design,6,0.0,114,0,239705,1126312
6350,Lil Durk ,Stay Down,4,0.0,61,0,425499,1125921
6351,Chance the Rapper ,Get A Bag,4,0.0,71,0,377179,1125885
6352,Bad Bunny ,RONCA FREESTYLE,4,0.0,60,0,389346,1125368
6353,Halsey ,Drive,11,0.0,86,0,143364,1123949
6354,Polo G ,First Place,4,0.0,126,0,324516,1122921
6355,Imagine Dragons ,Start Over,5,0.0,59,0,378593,1122497
6356,Soundgarden ,Black Hole Sun,3,0.0,46,0,541748,1121991
6357,Beyoncé ,Love Drought,3,0.0,56,0,467233,1120531
6358,A Boogie Wit da Hoodie ,Secrets,4,0.0,177,0,347645,1119749
6359,Lil Baby ,This Week,3,0.0,65,0,535515,1116822
6360,Sia ,Reaper,9,0.0,92,0,169322,1115180
6361,Shawn Mendes ,No Promises,7,0.0,94,0,219395,1114940
6362,Mac Miller ,So It Goes,4,0.0,69,0,405775,1114807
6363,Fivio Foreign ,Changed On Me,4,0.0,50,0,389530,1114282
6364,Pierce The Veil ,Pass The Nirvana,3,0.0,39,0,457119,1113725
6365,Anderson .Paak ,Make It Better,4,0.0,103,0,339185,1113655
6366,Lil Wayne ,Bing James (ft. Jay Rock),3,0.0,58,0,481693,1113021
6367,The 1975 ,TOOTIMETOOTIMETOOTIME,4,0.0,82,0,381282,1112771
6368,Justin Bieber ,Red Eye,4,0.0,40,0,451851,1112162
6369,Kendrick Lamar ,untitled 06 | 06.30.2014.,7,0.0,57,0,259399,1111926
6370,Roddy Ricch ,Aston Martin Truck,4,0.0,105,0,344040,1111398
6371,Meek Mill ,Been That,10,0.0,62,0,175804,1111009
6372,ZAYN ,fOoL fOr YoU,7,0.0,74,0,230874,1110562
6373,Young Thug ,Killed Before,5,0.0,104,0,288075,1110354
6374,Lady Gaga ,Diamond Heart,7,0.0,74,0,245015,1110307
6375,Jennifer Lopez ,Booty,20,0.0,136,0,76782,1110133
6376,G Herbo ,Who Run It (Remix) [Feat. Lil Uzi Vert],4,0.0,130,0,294520,1109671
6377,Wale ,My Boy,4,0.0,68,0,420175,1108305
6378,Wiz Khalifa ,Contact,4,0.0,84,0,321221,1108077
6379,SZA ,Drew Barrymore,6,0.0,168,0,215139,1107968
6380,Eminem ,Need Me,4,0.0,77,0,380551,1107755
6381,Future ,XanaX Damage,3,0.0,31,0,604561,1107706
6382,Dreamville ,"Ladies, Ladies, Ladies",4,0.0,66,0,380654,1106785
6383,Anderson .Paak ,Lockdown,4,0.0,63,0,382522,1106700
6384,Bruno Mars ,Perm,7,0.0,100,0,213243,1106203
6385,DJ Khaled ,Freak N You,4,0.0,79,0,394929,1104373
6386,Quality Control ,Double Trouble (Quavo feat. Meek Mill),4,0.0,99,0,305997,1103004
6387,Ugly God ,Stop Smoking Black & Milds,6,0.0,113,0,230064,1102115
6388,YoungBoy Never Broke Again ,In Control,5,0.0,159,0,242794,1101147
6389,Lil Tjay ,Move On,4,0.0,102,0,313881,1099978
6390,RM ,Wild Flower,3,0.0,85,0,462585,1099829
6391,Linkin Park ,One More Light,5,0.0,74,0,377447,1098918
6392,Gunna ,MOTW,3,0.0,39,0,553284,1097670
6393,Trippie Redd ,PILL BREAKER,4,0.0,44,0,404731,1097472
6394,Shawn Mendes ,Don't Be A Fool,7,0.0,109,0,200615,1097380
6395,Future ,Bought A Bad Bitch,3,0.0,31,0,550822,1097331
6396,Nio Garcia ,AM,5,0.0,175,0,229817,1096484
6397,Taylor Swift ,So It Goes...,5,0.0,142,0,243522,1094539
6398,Talking Heads ,Psycho Killer  2005 Remastered Version,4,0.0,90,0,387700,1092301
6399,NAV ,Status,3,0.0,33,0,571463,1092202
6400,Vince Guaraldi Trio ,What Child Is This,3,0.0,143,0,370067,1090789
6401,Eartha Kitt ,Santa Baby,7,0.0,50,0,236603,1090694
6402,Future ,LIKE ME,4,0.0,102,0,300395,1090659
6403,Maroon 5 ,Sugar  Remix,12,0.0,102,0,119147,1090068
6404,SiM ,The Rumbling,4,0.0,113,0,283056,1089655
6405,Logic ,5 Hooks,3,0.0,59,0,534391,1089390
6406,MKTO ,Bad Girls,12,0.0,104,0,115237,1088466
6407,Lil Eazzyy ,Onna Come Up,5,0.0,165,0,239417,1087967
6408,DMX ,Slippin',3,0.0,55,0,456297,1087412
6409,Kehlani ,Everybody Business,3,0.0,54,0,478567,1086720
6410,Young Money ,Trophies,18,0.0,146,0,142132,1086377
6411,Brett Eldredge ,Wanna Be That Song,7,0.0,182,0,176570,1086166
6412,Morgan Wallen ,Need A Boat,4,0.0,89,0,354927,1086152
6413,Eminem ,Alfred  Outro,3,0.0,88,0,489856,1085446
6414,FLETCHER ,Live Young Die Free,10,0.0,117,0,135974,1085244
6415,Rod Wave ,Already Won,4,0.0,87,0,358710,1085102
6416,Halsey ,SUGA's Interlude,3,0.0,54,0,500935,1084832
6417,Juice WRLD ,Eminem Speaks,2,0.0,31,0,738089,1084804
6418,Lil Peep ,16 Lines,4,0.0,90,0,405951,1084134
6419,Justin Timberlake ,Higher Higher,4,0.0,74,0,395469,1083875
6420,Zedd ,True Colors,7,0.0,73,0,245657,1082519
6421,Cochise ,Hatchback,5,0.0,171,0,235398,1082026
6422,Sam Hunt ,Drinkin' Too Much,6,0.0,93,0,239245,1080212
6423,John Mayer ,Changing,5,0.0,47,0,363463,1079991
6424,Backstreet Boys ,Everybody (Backstreet's Back),3,0.0,59,0,502626,1079605
6425,Young Thug ,Boy Back,4,0.0,76,0,367118,1079215
6426,Bon Iver ,"Hey, Ma",4,0.0,108,0,351517,1078684
6427,Gucci Mane ,Make Love,6,0.0,159,0,187008,1078654
6428,Halsey ,The Tradition,4,0.0,54,0,391273,1077896
6429,iann dior ,let you,4,0.0,103,0,346596,1077644
6430,Joji ,Reanimator,4,0.0,86,0,370511,1077134
6431,Don Toliver ,Euphoria,3,0.0,61,0,543594,1076410
6432,Logic ,Slave,7,0.0,105,0,198658,1076387
6433,John Denver ,We Wish You A Merry Christmas,3,0.0,80,0,435600,1076337
6434,Lady Gaga ,1000 Doves,3,0.0,46,0,536761,1075670
6435,Rodney Atkins ,Caught Up In The Country,5,0.0,154,0,235274,1073952
6436,Imagine Dragons ,Gold,14,0.0,82,0,124688,1073629
6437,Peggy Lee ,The Christmas List,3,0.0,122,0,437132,1073140
6438,Taylor Swift ,Dancing With Our Hands Tied,5,0.0,151,0,231392,1073045
6439,Young Thug ,Day Before,4,0.0,75,0,363483,1071185
6440,ZAYN ,TiO,7,0.0,96,0,201093,1070119
6441,Drake ,I Get Lonely,3,0.0,44,0,526694,1069864
6442,Perry Como ,Christmas Dream,3,0.0,121,0,437430,1069179
6443,A$AP Ferg ,Value,4,0.0,127,0,305093,1068612
6444,Luke Combs ,Tomorrow Me,3,0.0,54,0,393978,1068611
6445,A$AP Rocky ,Kids Turned Out Fine,3,0.0,61,0,549619,1067802
6446,Lana Del Rey ,In My Feelings,5,0.0,119,0,287369,1067696
6447,$uicideboy$ ,NEW PROFILE PIC,4,0.0,83,0,341814,1067497
6448,Aminé ,Compensating,4,0.0,105,0,329206,1066062
6449,ScHoolboy Q ,Water,4,0.0,77,0,393259,1065903
6450,Martin Garrix ,High On Life,5,0.0,174,0,223384,1065658
6451,Mumford & Sons ,Hot Gates,10,0.0,64,0,152769,1065261
6452,Bryson Tiller ,Sorrows,3,0.0,55,0,525295,1064701
6453,Ozuna ,Me Dijeron,4,0.0,102,0,299024,1063604
6454,Shawn Mendes ,Patience,6,0.0,71,0,278110,1062133
6455,Conan Gray ,Telepath,4,0.0,59,0,374518,1061855
6456,G,Eazy  Don't Let Me Go,8,0.0,95,0,153901,1061651
6457,Ellie Goulding ,Army,11,0.0,89,0,149934,1061415
6458,Chance the Rapper ,Sun Come Down,4,0.0,83,0,355511,1060411
6459,The Lumineers ,BRIGHTSIDE,3,0.0,39,0,476753,1059011
6460,Dreamville ,Self Love,4,0.0,78,0,363762,1058760
6461,Cash Cash ,Finest Hour,5,0.0,175,0,236847,1057403
6462,G,Eazy  Everything Will Be OK,8,0.0,94,0,149070,1057166
6463,Dua Lipa ,Good In Bed,4,0.0,93,0,336744,1056825
6464,Jack Harlow ,State Fair,3,0.0,60,0,502473,1056690
6465,Jack Johnson ,Better Together,5,0.0,101,0,286754,1056317
6466,Vince Guaraldi Trio ,Christmas Time Is Here  Instrumental,3,0.0,120,0,438556,1055348
6467,NAV ,My Business,3,0.0,40,0,544377,1055319
6468,Shawn Mendes ,Ruin,7,0.0,130,0,174821,1054881
6469,Migos ,Light It Up,3,0.0,66,0,508219,1054711
6470,BLACKPINK ,Yeah Yeah Yeah,3,0.0,39,0,505487,1054526
6471,Logic ,America,4,0.0,89,0,306753,1054179
6472,Polo G ,Through Da Storm,5,0.0,177,0,216573,1053593
6473,Bon Iver ,8 (circle),7,0.0,121,0,171774,1053528
6474,NF ,TRUST,4,0.0,93,0,342543,1053179
6475,A Tribe Called Quest ,Conrad Tokyo,6,0.0,104,0,200408,1052965
6476,Ski Mask The Slump God ,So High,3,0.0,73,0,504592,1052546
6477,Alesso ,Chasing Stars,4,0.0,70,0,399777,1052083
6478,Ozuna ,Ibiza,4,0.0,98,0,329915,1050372
6479,G,Eazy  What If,8,0.0,99,0,148492,1049699
6480,Tyga ,Bop,4,0.0,113,0,314104,1047497
6481,Mumford & Sons ,Guiding Light,4,0.0,72,0,410266,1047462
6482,Run–D.M.C. ,Christmas In Hollis,3,0.0,149,0,407012,1046465
6483,A$AP Rocky ,Hun43rd,3,0.0,67,0,537442,1046461
6484,Polo G ,Fame & Riches,3,0.0,61,0,523684,1046057
6485,$uicideboy$ ,"No Matter Which Direction I'm Going In, I Never Chase These Hoes",4,0.0,99,0,320919,1045650
6486,SZA ,Supermodel,5,0.0,124,0,215718,1045370
6487,AronChupa ,I'm an Albatraoz,16,0.0,120,0,91409,1045285
6488,HSM ,Purpose,4,0.0,93,0,291270,1044541
6489,Ariana Grande ,Leave Me Lonely,7,0.0,126,0,168464,1044345
6490,Rich The Kid ,Mo Paper,4,0.0,107,0,331994,1044093
6491,Future ,Call the Coroner,3,0.0,61,0,495612,1043555
6492,Lil Yachty ,MICKEY,4,0.0,82,0,399306,1043284
6493,AJR ,3 O'Clock Things,4,0.0,72,0,375600,1043107
6494,Lady Gaga ,John Wayne,7,0.0,100,0,212064,1043008
6495,Frank Sinatra ,Silent Night  Remastered,3,0.0,157,0,420286,1042271
6496,Steve Aoki ,All Night,5,0.0,112,0,272103,1041886
6497,Future ,Unicorn Purp,3,0.0,58,0,506585,1041125
6498,Cordae ,Super,4,0.0,81,0,323431,1040908
6499,Imagine Dragons ,I’ll Make It Up To You,5,0.0,87,0,305462,1040611
6500,NF ,Nate,4,0.0,96,0,359738,1039735
6501,Future ,Testify,5,0.0,102,0,280645,1039240
6502,NAV ,Saint Laurenttt,3,0.0,44,0,527086,1038799
6503,Lil Baby ,Okay,4,0.0,84,0,356372,1038670
6504,$uicideboy$ ,"If SelfDestruction Was an Olympic Event, I’d Be Tonya Harding",4,0.0,59,0,370707,1038653
6505,Future ,Faceshot,3,0.0,62,0,495270,1038385
6506,Nas ,Adam and Eve,3,0.0,59,0,409471,1038376
6507,ILOVEMAKONNEN ,Tuesday,19,0.0,123,0,60237,1037302
6508,Ozuna ,Aura,4,0.0,104,0,295308,1036630
6509,Alicia Keys ,In Common,7,0.0,69,0,255649,1035563
6510,Trippie Redd ,Be Yourself,3,0.0,32,0,534131,1034968
6511,Justin Timberlake ,SexyBack,9,0.0,134,0,200474,1034949
6512,Future ,Blow a Bag,10,0.0,80,0,124910,1034429
6513,SNBRN ,Raindrops,13,0.0,102,0,112387,1034241
6514,Lil Yachty ,COUNT ME IN,4,0.0,81,0,401670,1033725
6515,A$AP Rocky ,Pharsyde,8,0.0,52,0,206155,1032871
6516,Joey Bada$$ ,ROCKABYE BABY,5,0.0,99,0,302287,1032696
6517,Aminé ,Spice Girl,6,0.0,139,0,205671,1031727
6518,J Balvin ,CUIDAO POR AHÍ,3,0.0,47,0,494053,1031129
6519,Childish Gambino ,Baby Boy,4,0.0,56,0,389289,1030993
6520,Ariana Grande ,Bad Decisions,7,0.0,128,0,164852,1030776
6521,Bass Santana ,Make Eem Run!,3,0.0,73,0,414047,1030372
6522,Young Thug ,Jumped Out the Window,4,0.0,92,0,350422,1029410
6523,Coleman Hell ,2 Heads,13,0.0,142,0,82338,1029378
6524,Kodak Black ,Pimpin Ain't Eazy,4,0.0,155,0,299651,1029079
6525,A Boogie Wit da Hoodie ,B.R.O. (Better Ride Out),3,0.0,91,0,452133,1029028
6526,Belly ,Maintain,5,0.0,144,0,244843,1028571
6527,Future ,Rockstar Chainz,3,0.0,36,0,508660,1028348
6528,Linkin Park ,Crawling,4,0.0,57,0,447348,1027829
6529,Megan Thee Stallion ,Freaky Girls,3,0.0,48,0,471532,1026874
6530,DJ Scheme ,Buck 50,4,0.0,97,0,291276,1026238
6531,Childish Gambino ,Riot,4,0.0,52,0,419314,1025606
6532,Sia ,Satisfied,6,0.0,70,0,253848,1025577
6533,Nicki Minaj ,Starships,3,0.0,46,0,572385,1024954
6534,Kendrick Lamar ,untitled 01 | 08.19.2014.,6,0.0,48,0,271506,1024205
6535,Daniel Caesar ,CYANIDE,4,0.0,93,0,344560,1023472
6536,K/DA ,THE BADDEST,4,0.0,92,0,342636,1022602
6537,David Bowie ,Let's Dance  1999 Remaster,4,0.0,19,0,414490,1022431
6538,Bing Crosby ,Let's Start The New Year Off Right,3,0.0,89,0,410440,1021756
6539,Lana Del Rey ,Happiness is a butterfly,4,0.0,130,0,309910,1020556
6540,NF ,Only,4,0.0,120,0,321273,1019781
6541,Cole Swindell ,You Should Be Here,9,0.0,179,0,126568,1019367
6542,Ariana Grande ,December,8,0.0,94,0,166657,1019207
6543,Lil Uzi Vert ,Skir Skirr,5,0.0,121,0,233893,1017714
6544,Big Sean ,Savage Time (& Metro Boomin),4,0.0,88,0,339180,1017576
6545,Logic ,Heard Em Say,3,0.0,72,0,479911,1017058
6546,Anne,Marie  Birthday,4,0.0,114,0,318645,1016818
6547,Bruno Mars ,Just the Way You Are,12,0.0,90,0,207621,1016697
6548,Meek Mill ,Offended,7,0.0,92,0,178378,1015737
6549,Young Thug ,Circle of Bosses,4,0.0,95,0,340642,1013930
6550,Taylor Swift ,Love Story,4,0.0,55,0,367039,1013743
6551,Summer Walker ,Body,4,0.0,111,0,329027,1012613
6552,Lil Wayne ,Clap For Em,3,0.0,72,0,430096,1011351
6553,Hozier ,Angel of Small Death and the Codeine Scene,17,0.0,164,0,68785,1011296
6554,NAV ,Dead Shot,3,0.0,48,0,468663,1009486
6555,Future ,She Never Been To Pluto,3,0.0,38,0,499183,1009314
6556,J. Cole ,Note to Self,11,0.0,59,0,148175,1008586
6557,NAV ,Run It Up,3,0.0,48,0,496856,1007835
6558,Trippie Redd ,Til The End of Time,3,0.0,51,0,510191,1007034
6559,Nas ,Bonjour,3,0.0,53,0,429223,1006974
6560,Bing Crosby ,Frosty The Snowman,2,0.0,105,0,585677,1006786
6561,Jameson Rodgers ,Some Girls,5,0.0,178,0,209350,1006120
6562,Meek Mill ,Believe,3,0.0,52,0,487432,1004296
6563,Sam Smith ,The Lighthouse Keeper,2,0.0,120,0,570129,1004274
6564,Ariana Grande ,My Everything,8,0.0,37,0,144371,1004139
6565,DJ Khaled ,NO SECRET,2,0.0,20,0,678803,1003373
6566,NF ,Returns,4,0.0,109,0,330908,1003081
6567,NF ,DRIFTING,4,0.0,113,0,316900,1002763
6568,Bryson Tiller ,You Got It,4,0.0,72,0,396072,1000563
6569,Ariana Grande ,Touch It,7,0.0,135,0,160518,1000250
6570,Juice WRLD ,Scared Of Love,3,0.0,81,0,432269,997830
6571,Imagine Dragons ,Rise Up,5,0.0,112,0,256358,997546
6572,Quality Control ,Intro,4,0.0,125,0,273523,995782
6573,Roddy Ricch ,Stop Breathing,4,0.0,118,0,288744,994762
6574,Future ,No Issue,3,0.0,70,0,510924,994632
6575,$uicideboy$ ,5 Grand at 8 to 1,4,0.0,76,0,338754,994271
6576,Lil Wayne ,Trust Nobody (ft. Adam Levine),3,0.0,85,0,407191,994108
6577,21 Savage ,Money Convo,5,0.0,114,0,230159,993664
6578,Wale ,Routine,4,0.0,95,0,340063,993246
6579,42 Dugg ,Maybach,4,0.0,120,0,311411,992656
6580,Lil Nas X ,Bring U Down,3,0.0,48,0,474961,991565
6581,A Tribe Called Quest ,Solid Wall of Sound,6,0.0,112,0,194467,991537
6582,Summer Walker ,Closure,3,0.0,45,0,472282,989420
6583,Trippie Redd ,Vibes,3,0.0,47,0,489853,987408
6584,Oda Kirkwood ,Blurred Lines,3,0.0,40,0,389710,985649
6585,Usher ,Crash,7,0.0,107,0,187760,984726
6586,Pentatonix ,"O Come, All Ye Faithful",5,0.0,120,0,228020,984593
6587,21 Savage ,7 Min Freestyle,5,0.0,116,0,229871,984186
6588,BLACKPINK ,The Happiest Girl,3,0.0,52,0,455120,983971
6589,Migos ,Roadrunner,3,0.0,78,0,463173,982764
6590,David Bowie ,Life On Mars?  1999 Remastered Version,4,0.0,29,0,359734,982597
6591,One Direction ,Story of My Life,12,0.0,61,0,408062,981540
6592,BROCKHAMPTON ,COUNT ON ME,3,0.0,53,0,392215,981443
6593,Pop Smoke ,Welcome To The Party,3,0.0,76,0,359940,979598
6594,Roy Woods ,Instinct,6,0.0,188,0,173035,979411
6595,Sam Hunt ,2016,3,0.0,41,0,490967,979094
